Time,Dual Fuel,Hydro,Natural Gas,Nuclear,Other Fossil Fuels,Other Renewables,Wind
2022-11-01 00:05:00-04:00,3140.0,2201.0,2986.0,3323.0,0.0,237.0,326.0
2022-11-01 00:10:00-04:00,3134.0,2188.0,2997.0,3322.0,0.0,238.0,324.0
2022-11-01 00:15:00-04:00,3141.0,2132.0,3002.0,3323.0,0.0,238.0,320.0
2022-11-01 00:20:00-04:00,3118.0,2082.0,3008.0,3323.0,0.0,238.0,311.0
2022-11-01 00:25:00-04:00,3078.0,2060.0,3005.0,3322.0,0.0,237.0,297.0
2022-11-01 00:30:00-04:00,3013.0,2047.0,2999.0,3323.0,0.0,237.0,295.0
2022-11-01 00:35:00-04:00,3017.0,2048.0,3002.0,3322.0,0.0,238.0,307.0
2022-11-01 00:40:00-04:00,2994.0,2017.0,3002.0,3322.0,0.0,238.0,307.0
2022-11-01 00:45:00-04:00,2988.0,2014.0,2993.0,3322.0,0.0,237.0,304.0
2022-11-01 00:50:00-04:00,3008.0,2058.0,2999.0,3323.0,0.0,236.0,301.0
2022-11-01 00:55:00-04:00,2965.0,2079.0,2997.0,3322.0,0.0,237.0,296.0
2022-11-01 01:00:00-04:00,2954.0,2083.0,2975.0,3323.0,0.0,236.0,304.0
2022-11-01 01:05:00-04:00,2941.0,2069.0,2939.0,3323.0,0.0,236.0,313.0
2022-11-01 01:10:00-04:00,2897.0,2070.0,2934.0,3322.0,0.0,235.0,313.0
2022-11-01 01:15:00-04:00,2889.0,2051.0,2932.0,3323.0,0.0,233.0,309.0
2022-11-01 01:20:00-04:00,2859.0,2032.0,2931.0,3323.0,0.0,234.0,321.0
2022-11-01 01:25:00-04:00,2823.0,2047.0,2932.0,3324.0,0.0,234.0,331.0
2022-11-01 01:30:00-04:00,2812.0,2075.0,2933.0,3323.0,0.0,235.0,340.0
2022-11-01 01:35:00-04:00,2810.0,2066.0,2932.0,3323.0,0.0,237.0,353.0
2022-11-01 01:40:00-04:00,2797.0,2066.0,2931.0,3322.0,0.0,236.0,362.0
2022-11-01 01:45:00-04:00,2771.0,2081.0,2933.0,3323.0,0.0,236.0,369.0
2022-11-01 01:50:00-04:00,2743.0,2092.0,2923.0,3322.0,0.0,235.0,367.0
2022-11-01 01:55:00-04:00,2757.0,2095.0,2885.0,3323.0,0.0,236.0,363.0
2022-11-01 02:00:00-04:00,2812.0,2102.0,2820.0,3322.0,0.0,237.0,348.0
2022-11-01 02:05:00-04:00,2817.0,2100.0,2768.0,3322.0,0.0,237.0,339.0
2022-11-01 02:10:00-04:00,2795.0,2115.0,2768.0,3319.0,0.0,239.0,335.0
2022-11-01 02:15:00-04:00,2774.0,2111.0,2766.0,3322.0,0.0,239.0,323.0
2022-11-01 02:20:00-04:00,2760.0,2089.0,2763.0,3322.0,0.0,238.0,306.0
2022-11-01 02:25:00-04:00,2760.0,2077.0,2764.0,3323.0,0.0,237.0,311.0
2022-11-01 02:30:00-04:00,2762.0,2026.0,2766.0,3321.0,0.0,237.0,311.0
2022-11-01 02:35:00-04:00,2771.0,2035.0,2764.0,3323.0,0.0,236.0,318.0
2022-11-01 02:40:00-04:00,2761.0,2045.0,2765.0,3322.0,0.0,239.0,321.0
2022-11-01 02:45:00-04:00,2732.0,2051.0,2766.0,3323.0,0.0,241.0,313.0
2022-11-01 02:50:00-04:00,2703.0,2088.0,2767.0,3322.0,0.0,242.0,300.0
2022-11-01 02:55:00-04:00,2695.0,2121.0,2765.0,3321.0,0.0,242.0,305.0
2022-11-01 03:00:00-04:00,2707.0,2121.0,2776.0,3323.0,0.0,241.0,300.0
2022-11-01 03:05:00-04:00,2700.0,2123.0,2799.0,3324.0,0.0,241.0,295.0
2022-11-01 03:10:00-04:00,2658.0,2119.0,2805.0,3323.0,0.0,241.0,288.0
2022-11-01 03:15:00-04:00,2653.0,2126.0,2805.0,3323.0,0.0,241.0,284.0
2022-11-01 03:20:00-04:00,2663.0,2149.0,2808.0,3322.0,0.0,241.0,272.0
2022-11-01 03:25:00-04:00,2690.0,2150.0,2829.0,3321.0,0.0,238.0,267.0
2022-11-01 03:30:00-04:00,2701.0,2108.0,2835.0,3322.0,0.0,240.0,262.0
2022-11-01 03:35:00-04:00,2697.0,2110.0,2841.0,3323.0,0.0,241.0,269.0
2022-11-01 03:40:00-04:00,2673.0,2106.0,2845.0,3322.0,0.0,241.0,278.0
2022-11-01 03:45:00-04:00,2654.0,2110.0,2852.0,3323.0,0.0,239.0,283.0
2022-11-01 03:50:00-04:00,2621.0,2111.0,2859.0,3323.0,0.0,238.0,285.0
2022-11-01 03:55:00-04:00,2608.0,2120.0,2866.0,3321.0,0.0,235.0,288.0
2022-11-01 04:00:00-04:00,2616.0,2107.0,2873.0,3322.0,0.0,235.0,293.0
2022-11-01 04:05:00-04:00,2635.0,2105.0,2883.0,3322.0,0.0,236.0,306.0
2022-11-01 04:10:00-04:00,2649.0,2104.0,2892.0,3323.0,0.0,237.0,312.0
2022-11-01 04:15:00-04:00,2655.0,2109.0,2901.0,3323.0,0.0,237.0,317.0
2022-11-01 04:20:00-04:00,2650.0,2077.0,2907.0,3322.0,0.0,239.0,311.0
2022-11-01 04:25:00-04:00,2645.0,2095.0,2910.0,3321.0,0.0,240.0,298.0
2022-11-01 04:30:00-04:00,2637.0,2121.0,2914.0,3322.0,0.0,239.0,286.0
2022-11-01 04:35:00-04:00,2637.0,2125.0,2912.0,3323.0,0.0,239.0,281.0
2022-11-01 04:40:00-04:00,2661.0,2129.0,2914.0,3324.0,0.0,239.0,280.0
2022-11-01 04:45:00-04:00,2711.0,2128.0,2915.0,3323.0,0.0,240.0,291.0
2022-11-01 04:50:00-04:00,2763.0,2122.0,2931.0,3322.0,0.0,239.0,288.0
2022-11-01 04:55:00-04:00,2767.0,2127.0,2966.0,3322.0,0.0,237.0,291.0
2022-11-01 05:00:00-04:00,2749.0,2172.0,3033.0,3323.0,0.0,238.0,291.0
2022-11-01 05:05:00-04:00,2707.0,2177.0,3089.0,3324.0,0.0,238.0,292.0
2022-11-01 05:10:00-04:00,2754.0,2179.0,3118.0,3323.0,0.0,237.0,295.0
2022-11-01 05:15:00-04:00,2833.0,2161.0,3145.0,3323.0,0.0,237.0,296.0
2022-11-01 05:20:00-04:00,2863.0,2146.0,3158.0,3323.0,0.0,238.0,304.0
2022-11-01 05:25:00-04:00,2881.0,2138.0,3180.0,3323.0,0.0,238.0,316.0
2022-11-01 05:30:00-04:00,2827.0,2113.0,3202.0,3324.0,0.0,239.0,327.0
2022-11-01 05:35:00-04:00,2718.0,2119.0,3231.0,3323.0,0.0,240.0,326.0
2022-11-01 05:40:00-04:00,2766.0,2106.0,3268.0,3322.0,0.0,238.0,326.0
2022-11-01 05:45:00-04:00,2809.0,2121.0,3327.0,3322.0,0.0,238.0,333.0
2022-11-01 05:50:00-04:00,2859.0,2131.0,3400.0,3322.0,0.0,239.0,336.0
2022-11-01 05:55:00-04:00,2905.0,2121.0,3387.0,3323.0,0.0,237.0,332.0
2022-11-01 06:00:00-04:00,2858.0,2233.0,3421.0,3322.0,0.0,237.0,327.0
2022-11-01 06:05:00-04:00,2738.0,2391.0,3502.0,3322.0,0.0,239.0,310.0
2022-11-01 06:10:00-04:00,2851.0,2464.0,3611.0,3323.0,0.0,237.0,296.0
2022-11-01 06:15:00-04:00,2931.0,2468.0,3661.0,3324.0,0.0,238.0,292.0
2022-11-01 06:20:00-04:00,3016.0,2517.0,3677.0,3323.0,0.0,238.0,286.0
2022-11-01 06:25:00-04:00,3108.0,2550.0,3687.0,3323.0,0.0,237.0,271.0
2022-11-01 06:30:00-04:00,3204.0,2535.0,3719.0,3323.0,0.0,239.0,273.0
2022-11-01 06:35:00-04:00,3367.0,2557.0,3773.0,3323.0,0.0,239.0,271.0
2022-11-01 06:40:00-04:00,3504.0,2555.0,3817.0,3323.0,0.0,239.0,278.0
2022-11-01 06:45:00-04:00,3579.0,2550.0,3862.0,3323.0,0.0,237.0,293.0
2022-11-01 06:50:00-04:00,3687.0,2590.0,3912.0,3324.0,0.0,237.0,295.0
2022-11-01 06:55:00-04:00,3735.0,2674.0,3940.0,3323.0,0.0,237.0,287.0
2022-11-01 07:00:00-04:00,3736.0,2762.0,4002.0,3323.0,0.0,237.0,273.0
2022-11-01 07:05:00-04:00,3814.0,2904.0,4085.0,3321.0,0.0,237.0,264.0
2022-11-01 07:10:00-04:00,3960.0,3042.0,4147.0,3321.0,0.0,236.0,259.0
2022-11-01 07:15:00-04:00,4021.0,3172.0,4203.0,3321.0,0.0,236.0,249.0
2022-11-01 07:20:00-04:00,4059.0,3256.0,4221.0,3321.0,0.0,237.0,241.0
2022-11-01 07:25:00-04:00,4095.0,3277.0,4246.0,3323.0,0.0,237.0,235.0
2022-11-01 07:30:00-04:00,4097.0,3255.0,4336.0,3322.0,0.0,237.0,232.0
2022-11-01 07:35:00-04:00,4108.0,3268.0,4376.0,3325.0,0.0,236.0,228.0
2022-11-01 07:40:00-04:00,4137.0,3277.0,4384.0,3323.0,0.0,236.0,226.0
2022-11-01 07:45:00-04:00,4130.0,3257.0,4395.0,3324.0,0.0,236.0,231.0
2022-11-01 07:50:00-04:00,4127.0,3253.0,4408.0,3323.0,0.0,237.0,245.0
2022-11-01 07:55:00-04:00,4125.0,3240.0,4410.0,3324.0,0.0,236.0,254.0
2022-11-01 08:00:00-04:00,4114.0,3224.0,4416.0,3323.0,0.0,238.0,265.0
2022-11-01 08:05:00-04:00,4124.0,3234.0,4392.0,3323.0,0.0,236.0,271.0
2022-11-01 08:10:00-04:00,4078.0,3236.0,4351.0,3324.0,0.0,236.0,277.0
2022-11-01 08:15:00-04:00,4104.0,3242.0,4351.0,3322.0,0.0,237.0,275.0
2022-11-01 08:20:00-04:00,4149.0,3234.0,4339.0,3324.0,0.0,241.0,254.0
2022-11-01 08:25:00-04:00,4184.0,3236.0,4315.0,3323.0,0.0,241.0,238.0
2022-11-01 08:30:00-04:00,4201.0,3252.0,4306.0,3323.0,0.0,242.0,234.0
2022-11-01 08:35:00-04:00,4215.0,3283.0,4323.0,3322.0,0.0,243.0,237.0
2022-11-01 08:40:00-04:00,4233.0,3305.0,4353.0,3321.0,0.0,243.0,243.0
2022-11-01 08:45:00-04:00,4235.0,3291.0,4376.0,3322.0,0.0,242.0,239.0
2022-11-01 08:50:00-04:00,4246.0,3302.0,4404.0,3323.0,0.0,243.0,238.0
